# z 					 xe 
0.000000e+00 			 9.956707e-01 
1.052632e+00 			 9.932685e-01 
2.105263e+00 			 9.880548e-01 
3.157895e+00 			 9.765229e-01 
4.210526e+00 			 9.501197e-01 
5.263158e+00 			 8.891897e-01 
6.315789e+00 			 7.580381e-01 
7.368421e+00 			 5.327203e-01 
8.421053e+00 			 2.797765e-01 
9.473684e+00 			 1.106451e-01 
1.052632e+01 			 3.621062e-02 
1.157895e+01 			 1.061439e-02 
1.263158e+01 			 2.895124e-03 
1.368421e+01 			 7.458272e-04 
1.473684e+01 			 1.825474e-04 
1.578947e+01 			 4.257156e-05 
1.684211e+01 			 9.477009e-06 
1.789474e+01 			 2.016833e-06 
1.894737e+01 			 4.108435e-07 
2.000000e+01 			 8.020497e-08 
