#k 							 Pxe 
1.000000e-02 			 7.728160e+04 
1.151395e-02 			 7.302663e+04 
1.325711e-02 			 6.803759e+04 
1.526418e-02 			 6.238406e+04 
1.757511e-02 			 5.622713e+04 
2.023590e-02 			 4.978726e+04 
2.329952e-02 			 4.328824e+04 
2.682696e-02 			 3.692560e+04 
3.088844e-02 			 3.086329e+04 
3.556480e-02 			 2.523980e+04 
4.094915e-02 			 2.016662e+04 
4.714866e-02 			 1.572216e+04 
5.428675e-02 			 1.194621e+04 
6.250552e-02 			 8.838708e+03 
7.196857e-02 			 6.363635e+03 
8.286428e-02 			 4.456906e+03 
9.540955e-02 			 3.036658e+03 
1.098541e-01 			 2.013822e+03 
1.264855e-01 			 1.301338e+03 
1.456348e-01 			 8.208912e+02 
1.676833e-01 			 5.068067e+02 
1.930698e-01 			 3.073171e+02 
2.222996e-01 			 1.838456e+02 
2.559548e-01 			 1.090834e+02 
2.947052e-01 			 6.458201e+01 
3.393222e-01 			 3.839161e+01 
3.906940e-01 			 2.305246e+01 
4.498433e-01 			 1.405057e+01 
5.179475e-01 			 8.721457e+00 
5.963623e-01 			 5.520357e+00 
6.866488e-01 			 3.561038e+00 
7.906043e-01 			 2.336454e+00 
9.102982e-01 			 1.554967e+00 
1.048113e+00 			 1.046670e+00 
1.206793e+00 			 7.106662e-01 
1.389495e+00 			 4.856414e-01 
1.599859e+00 			 3.334137e-01 
1.842070e+00 			 2.296505e-01 
2.120951e+00 			 1.585281e-01 
2.442053e+00 			 1.095837e-01 
2.811769e+00 			 7.580929e-02 
3.237458e+00 			 5.245664e-02 
3.727594e+00 			 3.629484e-02 
4.291934e+00 			 2.510248e-02 
4.941713e+00 			 1.735146e-02 
5.689866e+00 			 1.197905e-02 
6.551286e+00 			 8.269257e-03 
7.543120e+00 			 5.692765e-03 
8.685114e+00 			 3.926235e-03 
1.000000e+01 			 2.701224e-03 
